,Tweets,Numeric Labels,Label
1917,بچه ها ببینید، تجربه ثابت کرده هرکی پدرسوخته تره و حق بقیه رو بیشتر خورده زبونشم درازتره.,2,Angry
1918,این وسط یه یارو اومده میگه مگه پردیس چ فرقی میکنه با سهمیه=))) بابا آخه بی ناموس =))),2,Angry
1919,من فالور خیلی زیادی ندارم که توییتام فیواستار شه. ولی تمام تلاشمو میکنم که این هشتگ #بدون_سهمیه ترند بشه. لطفا اگه شما هم با قوانین سهمیه مشکل دارید ، مخالفتتون رو اعلام کنید.,3,Neutral
1920,نترسید ، جار زدن این که با تلاشتون موفق شدین هیچ مشکلی ایجاد نمیکنه!,0,Happy
1921,و خونه همش وقت تلف میکردم پای اینستا و توییتر، گفتم بیام کتابخونه ک پروداکتیو باشم. نتیجه این شد ک الان توی کتابخونه دارم وقت تلف میکنم.,1,Sad
1922,یک دیوث بازی هایی از بچه های ورودیمون رو شده که واقعا حس میکنم خودم یک آدم ساده لوح هستم.,2,Angry
1923,حالا من مدت هاست دارم میگردم و بیکینی ای ک بپسندم یا پیدا نمیکنم یا وقتی میپسندم بی ناموسانه گرونه. میلیون ها تومن برای ۲ تکه پارچه💔,1,Sad
1924,یه بیکینی پیدا کردم که اگه نگیرمش در حق خلق الله کم لطفی میشه,0,Happy
1925,پش فاکین مام.,4,Intense Emotions
1926,بچه ها برای یدونه نمره چه ذلت هایی که نمیکشن.,1,Sad
1927,امروز شوهر آهو خانم رو تموم کردم و در حین خوندنش جوری با هر صفحه به یارو فحش میدادم که دیشب خواب دیدم دارم به آهو خانم راهکار پیشنهاد میدم جهت کشتن شوهرش و هووی سلیطش =)))),0,Happy
1928,اه این یارو واقعا وایب این نماینده مجلسا رو میده‌.,1,Sad
1929,بالاخره سلبریتی محبوبمو پیدا کردم,0,Happy
1930,ینی ببینید دراماها و داستان های انتخابات ریاست جمهوری ۸۸ از دراماهای انتخابات نمایندگی کلاس ما کمتر بود.,0,Happy
1931,اصلا من نمیفهمم چطور ملت انقد اهمیت میدن ب همچین چیز کصشری =)) شل کنید دیگه :|,2,Angry
1932,این هفته از ۷ روز ۴ روزشو پیش زیدم بودم، زنده باد محرم حسینی💖,4,Intense Emotions
1933,اونجا یکی چسید، نمازشو باطل کنید.,0,Happy
1934,فاک اینو منم شنیده بودم توی راهنمایی😂😂😂,0,Happy
1935,وای مغز شرطی شده‌ی من اصلا هماهنگی بین صدا و تصویرو درک نمیکنه هر بار میبینم ویدئوهای این دختره رو گیج میشم😂,0,Happy
1936,هر بار یه ویدئو اریال برای دوست پسرم میفرستم که توش دراپ داره بنده خدا یدور پنیک میکنه بعد برای بار هزارم درخواست میکنه تشک بذارم زیرم😂😂,0,Happy
1937,کاشکی توانایی انتخاب بین عکسامو داشتم و قبل هر پست اینطوری خودزنی نمیکردم.,1,Sad
1938,خب دوستان سرکل رو خلوت کردم که یکم عقده‌گشایی کنم.,0,Happy
1939,آیا زمانی فرا می‌رسد که این فولدر در دسکتاپم خالی شود؟ باید دید.,3,Neutral
1940,نظریه نامحبوب: فقط کسایی که فرق کرنر و آفسایدو نمیفهمن از تد لاسو لذت میبرن.,0,Happy
1941,خدایی بهتر نیست درس رو بزارین کنار بچسبین به یه کار دیگه؟ (پ.ن:بچه های با سواد داخلی و اطفال رو سر ما جا دارن),4,Intense Emotions
1942,این یک قاعده نیست ولی رایجه,3,Neutral
1943,با سهمیه ۲۵ درصد داخلی یا اطفال قبول میشین؟؟؟,4,Intense Emotions
1944,حرومزاده ها حداقل پوست بزنین! خجالت نمیکشین اینجوری با جون مردم بازی میکنین؟,2,Angry
1945,لیست سهمیه های قبولی تخصص دندانپزشکی :)),0,Happy
1946,الان که بحث سهمیه دوباره داغه جا داره مرور بشه: سهمیه ای سواد نداره و خودشم میدونه که سواد نداره، اما توهم داره که بقیه اینو متوجه نمیشن,1,Sad
1947,کصشعر تویی.,2,Angry
1948,ده سال دیگه سکته قلبی کردید یحتمل با گاردریل براتون آنژیو می‌کنن و میگن ای بابا حواسم نبود چقدر شبیه گایدوایر بود🥺,1,Sad
1949,آلرژی شدید به کره بادوم‌زمینی دارم,1,Sad
1950,من حتی وقتی ساعت ۹ شبم میخوابم وقتی ۷ صب میخوام پاشم بازم جون میکَنَم.,1,Sad
1951,من واقعا درس خوندن یادم رفته. دیگه بلد نیستمش.,1,Sad
1952,بهرام رادان واقعا این دختره مینا رو گرفت؟,0,Happy
1953,خوشگلا بجز استخر آفتاب باشگاه انقلاب، استخر روبازِ خوب میشناسید؟🥹,4,Intense Emotions
1954,کاش منو با خودشون ببرن🫠,4,Intense Emotions
1955,یلی هم بنظرشون بدیهیه که سوبر خوش نمیگذره :)),0,Happy
1956,دخترخاله‌ی سه سالم هم تو مهدکودکش دوست‌پسر پیدا کرد.,0,Happy
1957,برو بمیر بمن دستور نده!,2,Angry
1958,من هنوز فکر میکنم زن این استاده رو گاییده‌ بودم که رفتارش این شکلی بود.,2,Angry
1959,من در گروهی که بلدیا توش صاحب‌نظره چه گهی می‌خورم؟...,2,Angry
1960,امروز از خواب بیدار شدم و خشونت رو انتخاب نکردم. 🧚‍♀️🌸,0,Happy
1961,چه رمزی میزنین اصن دوست پسر دارین؟,4,Intense Emotions
1962,عسلای من توجه کنید پسرا اصلا لیاقت دوست داشته شدن رو ندارن,1,Sad
1963,تا اینجای کار مرداد ثانیه به ثانیه کیری و غرق در بگایی,2,Angry
1964,تولدت مبارک❤️🎈,4,Intense Emotions
1965,تولد چاووشیههههه😭💃🏻,4,Intense Emotions
1966,قول دادم سر چیز تیکه نندازم 🥹,0,Happy
1967,نمی‌دونم‌. انگاری روحم زیادی ظریف و شکننده‌ست برای دووم‌آوردن این زندگی.,1,Sad
1968,بله اینکارا بمن نیومده.,1,Sad
1969,نیاز به یه اتفاق مثبتی دارم که باورش نکنم.,0,Happy
1970,ولی من <<چِز و بِز>> میخوام,0,Happy
1971,به نظر آدم پخته ای میایی,0,Happy
1972,والا بگایی های ما انتظار جواب دادن به یه همچین کسشرایی رو ندارن,2,Angry
1973,نزدیک ترین ارتباطت با یه سلبریتی ؟!,3,Neutral
1974,عشق پوزخند نیمه جان آینه ست,4,Intense Emotions
1975,ینی حاضرم کل مسیرو بدوم ولی دیگه اتوبوس نه,1,Sad
1976,ولی امروز یه بچه کشته شد...,1,Sad
1977,واقعا دلم تنگه,1,Sad
1978,ولی اون ناشناسه که فکر میکردم پسره ولی دختر بود ((((((:,0,Happy
1979,بلاک کردن تو روابط دوستانه کسشر ترین چیزه,2,Angry
1980,اگه اینکارو باهام کردی، تمومی,1,Sad
1981,فشار میخورم.,1,Sad
1982,راه ۸ ساعته رو تو ۶.۵ ساعت اومدم تنهایی بدون استراحت که چی؟ واقعا الان برای خودم سواله، خب چرا اصلا؟ تو این شهرم هیچکی نیست کاش چند تا دوست اینجا میداشتم هعععیپ,1,Sad
1983,فرار یه راه حله؟,3,Neutral
1984,وقتی دارم تغییر میکنم از این میترسم که دوستام دیگه دوستم نداشته باشن,1,Sad
1985,ولی خب تغییر میکنم,3,Neutral
1986,کاش میتونستم آرزوی بچگیمو زندگی کنم,4,Intense Emotions
1987,خب حس میکنم پیر شدم و تا اطلاع ثانوی همه چی کنسله کنسل,1,Sad
1988,دیگه انتظار اینو نداشتم این سگه جامو پر کنه براشون هععععپ دو روز نبودیم ها,1,Sad
1989,نمیدانم چطور و به کی بگم,3,Neutral
1990,ولی ملت باچه چیزایی گنده گوزی میکنن و تو گلوشون باد میندازن، امروز فشار خوردم واقعا ولی بعدا شخصا بهش میرینم,2,Angry
1991,گاسیب با مامانم بعد مهمونی های فامیلی>>>>,0,Happy
1992,به نظرتون مامانم چی برام آورده؟,3,Neutral
1993,فک کنم زیاد تو دانشگاه به هم برخوردیم ولی خب اینترکشن کمی داشتیم,3,Neutral
1994,گر من نتونم شادت کنم چی؟ اگه تو هم مثل من ناراحت باشی امشب چی؟,1,Sad
1995,از جمله “پسته ها مغز پُر کردن” خوشم میاد,0,Happy
1996,نه احمد خرج زندگیتو باید بدی,0,Happy
1997,نچ دیگه کم کم بریم کونمون بهم بکشیم یکم بخونیم تا کمتر به ادم ها و دردهای کشید و بدبختی ها و نداشته هامون فکر کنیم بوس به لپاتون جیگل میگلیا,4,Intense Emotions
1998,زن میخوام، همسر میقام دوست دختدر دیگر بچه بازی اسد,4,Intense Emotions
1999,نه ممنون!! همسر و دخترمو تماشا میکنم.,4,Intense Emotions
2000,با بچه یکی از همسایه ها حال میکنم هر روز دختره دوستاش دعوت میکنه خونه شون اهنگ میذارن میرقصن صدای جیغ و خنده شون میاد پیر درونم دلش شاد میشه,0,Happy
2001,وقتی ندونسته دلتو به غریبه سپردی اون غریبه رو ساده شمردی گول چشم سیاهشو خوردی,4,Intense Emotions
2002,وای اینو پیدا کردم بعد اسمش tater tot ئه😭😭😭😭😭😭😭انقدر کوچولوئه بیست دقیقه واسش گریه کردم 😭😭😭😭😭😭😭😭😭,1,Sad
2003,من در صف سنوگرافی به انتطار موعد نوبتم:,3,Neutral
2004,والا بخواد گیر بده میده:) به من سر اینکه ارایش نمیکنمم یه نوبت گیر داد یه ساعت تیکه میپروند بهم مشکلت چیه؟ نکنه معتادی؟ اخرالزمون شده دخترا شکل پسر شدن، یکم به خودت برس شبیه گوریل شدی و…,1,Sad
2005,حالا که مونترال و کبک فرانسه زبونه باز گیر کردم که المانی رو بخونم یا فرانسوی :)💔,4,Intense Emotions
2006,لعنت به مهاجرت آدما.,1,Sad
2007,فک کنم نمی‌دونید خانواده سنتی مذهبی چیه.,1,Sad
2008,تولیداتشان را دلاری می فروشند، به مدیران هم دلاری حقوق می هند ولی پول آب، برق، گاز، کارگر، امنیت و حمل و نقل، ریالی است.,1,Sad
2009,شکاف بین حقوق ریالی و دلاری کارگر و عوامل تولید را سود شناسایی و بین مدیران (به عنوان پاداش) و صاحبان سرمایه توزیع می‌کنند.,3,Neutral
2010,متاسفانه در این خصوص ترین‌ها اغلب اوقات به صورت راز و ناگفتنی باقی می‌مونند.,1,Sad
